Cinnabar SCI Global Balanced FF A,2021/02/01,"69,301,947.00",2022/08/18
Cinnabar SCI Income FoF,2014/07/29,"103,874,848.00",2022/08/18
Cinnabar SCI Stable FoF,2012/05/07,"183,237,890.00",2022/08/18
Cinnabar SCI Worldwide Flexible FoF,2008/09/01,"87,007,871.00",2022/08/18
Citadel Balanced H4 B1,2011/04/01,"1,905,661,617.00",2022/08/18
Citadel Global Equity H4 FoF B1,2002/11/06,"1,049,547,322.00",2022/08/18
Citadel SA 20/20 Equity H4 B1,2017/05/09,"1,941,313,260.00",2022/08/18
Citadel SA Bond H4 B1,2001/08/08,"3,793,597,177.00",2022/08/18
Citadel SA Income H4 B1,2014/11/05,"4,242,764,430.00",2022/08/18
Citadel SA Managed Volatility Eq H4 B2,2015/02/02,"1,099,907,537.00",2022/08/18
Citadel SA Money Market H4 B1,2013/09/01,"531,231,792.00",2022/08/18
Citadel SA Multi-Factor Equity H4 B2,2015/06/18,"1,003,519,852.00",2022/08/18
Citadel SA Property H4 B1,2014/12/10,"519,515,680.00",2022/08/18
Citadel Worldwide Flexible H4 B1,2017/09/27,"431,048,876.00",2022/08/18
ClucasGray Equilibrium Prescient A1,2015/01/16,"1,181,531,409.00",2022/08/18
ClucasGray Equity Prescient B,2011/10/03,"929,949,215.00",2022/08/18
ClucasGray Flexible Income Prescient A1,2022/02/15,"4,662,854.00",2022/08/18
ClucasGray Future Titans Prescient B,2009/09/01,"152,416,065.00",2022/08/18
ClucasGray Global Flexible Prescient B3,2020/01/31,"186,668,767.00",2022/08/18
Cohesive Capital Flexible Prescient B3,2014/09/23,"154,556,135.00",2022/08/18
Colourfield BCI Equity C,2017/02/21,"376,217,451.00",2022/08/18
Colourfield BCI Income 2 A,2014/04/24,"52,223,086.00",2022/08/18
Community Growth Equity,1992/06/01,"38,401,425.00",2022/08/18
Community Growth Gilt,1998/07/14,"12,443,381.00",2022/08/18
Consilium BCI Worldwide Flexible A,2008/03/03,"109,511,845.00",2022/08/18
Constellation Protected Growth Prscnt B1,2018/12/18,"60,572,006.00",2022/08/18
Cordatus Balanced Prescient A1,2016/01/18,"145,636,484.00",2022/08/18
Cordatus Worldwide Flxbl Opp Prscnt A1,2020/12/01,"259,481,041.00",2022/08/18
Cordatus Wwide Flexible Prescient A1,2013/06/18,"702,998,977.00",2022/08/18
Cordatus Wwide Flexible Prescient FoF A1,2013/06/18,"271,456,903.00",2022/08/18
Coreshares OUTAggressive Index O,2017/03/16,"94,050,410.00",2022/08/18
Coreshares OUTCautious Index O,2017/03/16,"66,484,235.00",2022/08/18
Coreshares OUTModerate Index O,2017/03/16,"833,348,647.00",2022/08/18
Coreshares OUTStable Index O,2017/03/16,"140,005,683.00",2022/08/18
CoreShares S&P SA Top 50 B,2016/09/01,"1,735,787,898.00",2022/08/18
CoreShares Stable Income C,2019/04/30,"28,298,922.00",2022/08/18
CoreShares Total Wld Stck Trckr Fdr,2018/02/01,"1,544,687,113.00",2022/08/18
CoreShares Wealth Accumulation C,2019/04/30,"208,328,990.00",2022/08/18
Corion Prime Concentrated Equity A,2020/09/18,"106,996,385.00",2022/08/18
Corion Prime Flexible Fund A,2016/09/01,"74,273,603.00",2022/08/18
Corion Prime Growth A,2015/03/02,"382,039,507.00",2022/08/18
Corion Prime Income D,2018/11/27,"596,665,077.00",2022/08/18
Corion Prime Stable A,2015/03/02,"100,886,842.00",2022/08/18
Corion Prime Worldwide Equity Fund A,2017/03/27,"91,863,438.00",2022/08/18
Corion Prime Worldwide Flexible Fund A,2016/09/01,"560,228,316.00",2022/08/18
Coronation Balanced Defensive A,2007/02/02,"31,018,034,100.00",2022/08/18
Coronation Balanced Plus A,1996/04/15,"101,782,641,583.00",2022/08/18
Coronation Bond R,1997/08/01,"4,028,690,114.00",2022/08/18
Coronation Capital Plus,2001/07/02,"13,390,754,226.00",2022/08/18
Coronation Equity R,1996/04/15,"8,433,717,362.00",2022/08/18
Coronation Financial A,1998/07/01,"351,158,833.00",2022/08/18
Coronation Glbl Strat USD Inc [ZAR]FF P,2013/09/02,"1,732,693,198.00",2022/08/18
Coronation Global Cap. Plus [ZAR] FF D,2008/09/23,"3,471,621,997.00",2022/08/18
Coronation Global Em Mkts Flex [ZAR] A,2007/12/28,"5,187,775,329.00",2022/08/18
Coronation Global Equity Select FF P,2015/05/04,"956,934,410.00",2022/08/18
Coronation Global Managed [ZAR] FF D,2009/10/30,"7,953,441,467.00",2022/08/18
Coronation Global Opp Eq [ZAR] FF A,1997/08/01,"7,296,086,913.00",2022/08/18
Coronation Global Optimum Gr[ZAR] FF A,1999/03/15,"13,642,867,343.00",2022/08/18
Coronation Industrial P,1998/07/01,"702,258,802.00",2022/08/18
Coronation JIBAR Plus,2000/04/01,"2,178,423,730.00",2022/08/18
Coronation Market Plus A,2001/07/02,"4,377,706,878.00",2022/08/18
Coronation Money Market A,1999/10/01,"5,741,698,885.00",2022/08/18
Coronation Property Equity A,2000/11/20,"822,945,952.00",2022/08/18
Coronation Resources P,1999/10/01,"2,003,907,815.00",2022/08/18
Coronation SA Equity P,2015/09/30,"2,375,037,444.00",2022/08/18
Coronation Smaller Companies,1997/04/01,"382,637,018.00",2022/08/18
Coronation Strategic Income A,2001/07/02,"39,018,020,322.00",2022/08/18
Coronation Top 20 A,2000/10/01,"25,041,279,613.00",2022/08/18
Counterpoint SCI Balanced Plus B,2012/11/01,"289,974,162.00",2022/08/18
Counterpoint SCI Cautious A1,2012/01/03,"162,868,875.00",2022/08/18
Counterpoint SCI Dividend Equity A,2013/07/01,"38,364,620.00",2022/08/18
Counterpoint SCI Dividend Equity B,2012/11/01,"386,659,638.00",2022/08/18
Counterpoint SCI Enhanced Income A1,2012/01/03,"582,582,512.00",2022/08/18
Counterpoint SCI Flexible Income A1,2012/03/01,"151,423,357.00",2022/08/18
Counterpoint SCI Global Equity FF B,2015/12/03,"346,780,243.00",2022/08/18
Counterpoint SCI Global Managed Gr A,2012/03/01,"230,613,967.00",2022/08/18
Counterpoint SCI Global Property Inc A,2012/03/01,"118,512,458.00",2022/08/18
Counterpoint SCI Managed P&G A,2012/03/01,"1,281,868,431.00",2022/08/18
Counterpoint SCI Moderate B,2012/11/01,33.00,2022/07/22
Counterpoint SCI Money Market B,2020/10/12,,
Counterpoint SCI Money Market Fd A,2010/10/01,"603,767,157.00",2022/08/18
Counterpoint SCI Stable P&G A,2012/03/01,"591,841,746.00",2022/08/18
Counterpoint SCI Value A1,2012/01/03,"733,965,329.00",2022/08/18
Counterpoint SCI Worldwide Flexible Fd A,2003/04/03,"384,692,090.00",2022/08/18
Cratos BCI Worldwide Flexible A,2015/05/26,"32,013,295.00",2022/08/18
CS BCI Aggressive Prudential FoF A,2012/05/02,"321,433,262.00",2022/08/18
CS BCI Flexible FoF A,2008/03/03,"152,863,117.00",2022/08/18
CS BCI Prudential FoF A,2008/03/03,"444,961,651.00",2022/08/18
CS BCI Worldwide Flexible FoF B,2015/11/02,"166,531,270.00",2022/08/18
Custodian BCI Balanced A,2006/02/01,"94,955,025.00",2022/08/18
Custodian BCI Global Balanced FoF C,2017/06/09,"52,178,012.00",2022/08/18
Custodian BCI Income Plus A,2011/12/28,"650,946,867.00",2022/08/18
Dante Capital Wldwd Flex Prescient A,2022/08/03,"1,051,262.00",2022/08/18
Definitive Realfin Global Flexible A,2020/03/02,,
Definitive RealFin Income A ZAR Inc,2021/06/01,,
Delta 4 BCI Income B,2020/01/10,"841,046,355.00",2022/08/18
Denker SCI Balanced B2,2017/05/02,"95,259,632.00",2022/08/18
Denker SCI Equity,1998/10/01,"1,714,588,105.00",2022/08/18
Denker SCI Financial FF A1,2011/03/01,"193,365,734.00",2022/08/18
Denker SCI Global Equity FF A,2007/02/26,"572,537,941.00",2022/08/18
Denker SCI SA Equity B1,2017/05/02,"297,330,795.00",2022/08/18
Denker SCI Stable B1,2017/05/02,"106,489,403.00",2022/08/18
Destiny BCI Multi Asset FoF A,2001/07/01,"131,570,063.00",2022/08/18
Destiny BCI Prudential FoF A,2001/10/01,"144,062,103.00",2022/08/18
Deton Prime Balanced FoF R,2014/02/07,"174,506,080.00",2022/08/18
Deton Prime Global Flexible FoF A,2014/01/23,"221,525,496.00",2022/08/18
Deton Prime Managed FoF A,2014/01/23,"289,218,340.00",2022/08/18
Deton Prime Stable FoF R1,2014/11/28,"137,560,528.00",2022/08/18
Differential Neural Equity Prescient B3,2019/11/01,"150,200,725.00",2022/08/18
Dinamika BCI Conservative FoF A,2005/05/19,"915,810,582.00",2022/08/18
Dinamika BCI Worldwide Flexible A,2015/07/02,"309,931,578.00",2022/08/18
Discovery Agg Dynamic Asset Opt FoF A,2015/11/23,"2,283,331,583.00",2022/08/18
Discovery Balanced,2007/11/06,"36,729,309,159.00",2022/08/18
Discovery Cautious Balanced,2011/03/07,"5,102,999,746.00",2022/08/18
Discovery Cons Dynamic Asset Opt FoF A,2015/11/23,"1,357,296,346.00",2022/08/18
Discovery Diversified Income,2007/11/06,"10,404,976,914.00",2022/08/18
Discovery Equity,2007/11/06,"5,123,580,269.00",2022/08/18
Discovery Flexible Property,2007/11/06,"1,415,294,605.00",2022/08/18
Discovery Global Equity FF,2007/11/06,"2,154,193,396.00",2022/08/18
Discovery Global Multi-Asset Fund,2015/05/20,"1,403,935,290.00",2022/08/18
Discovery Global Real Estate Secs FF,2015/07/30,"334,603,679.00",2022/08/18
Discovery Global Value Equity FF,2013/02/21,"1,388,435,730.00",2022/08/18
Discovery Mod Dynamic Asset Opt FoF A,2015/11/23,"3,374,469,239.00",2022/08/18
Discovery Moderate Balanced,2007/11/06,"2,208,965,980.00",2022/08/18
Discovery Money Market,2007/11/05,"2,365,510,135.00",2022/08/18
Discovery Strategic Bond Z,2020/11/18,"2,724,387,760.00",2022/08/18
Discovery Target Retire 2015 A,2007/11/08,"80,225,676.00",2022/08/18
Discovery Target Retire 2020 A,2007/11/08,"334,882,644.00",2022/08/18
Discovery Target Retire 2025 A,2007/11/08,"928,037,001.00",2022/08/18
Discovery Target Retire 2030 A,2007/11/08,"1,353,063,928.00",2022/08/18
Discovery Target Retire 2035 A,2007/11/08,"1,610,466,160.00",2022/08/18
Discovery Target Retire 2040 A,2007/11/08,"1,701,598,060.00",2022/08/18
Discovery Target Retire 2045 A,2010/12/01,"1,402,914,825.00",2022/08/18
Discovery Target Retire 2050 A,2015/05/20,"976,753,805.00",2022/08/18
Discovery Target Retire 2055 Z,2018/11/09,"524,958,478.00",2022/08/18
Discovery Target Retire 2060 Z,2018/11/09,"218,172,347.00",2022/08/18
Dotport BCI Cautious FoF A,2009/02/04,"80,401,551.00",2022/08/18
Dotport BCI Equity B,2017/01/13,"231,637,891.00",2022/08/18
Dotport BCI Flexible FoF A,2005/05/19,"269,887,338.00",2022/08/18
Dotport BCI Income B,2018/05/02,"125,055,570.00",2022/08/18
Dotport BCI Prudential FoF A,2005/05/19,"210,828,961.00",2022/08/18
Dynasty Ci Global Accumulator FF B,2020/09/01,"241,381,059.00",2022/08/18
Dynasty Ci Global Preserver FF B,2020/09/01,"124,217,667.00",2022/08/18
Dynasty Ci Wealth Accumulator A2,2013/10/21,"276,002,223.00",2022/08/18
Dynasty Ci Wealth Preserver A2,2013/10/21,"455,293,702.00",2022/08/18
Edge BCI Balanced FoF A,2020/11/27,"271,818,903.00",2022/08/18
Edge BCI Cautious FoF A,2016/09/20,"129,873,675.00",2022/08/18
Edge BCI Equity B,2020/12/01,"86,655,102.00",2022/08/18
Element Balanced SCI C,2009/11/12,"101,519,650.00",2022/08/18
Element Earth Equity SCI A,2005/11/28,"70,447,321.00",2022/08/18
Element Global Equity SCI A,2011/02/09,"45,852,436.00",2022/08/18
Element Islamic Balanced SCI C,2010/04/28,"104,350,894.00",2022/08/18
Element Islamic Equity SCI A,2006/02/01,"122,267,985.00",2022/08/18
Element Islamic Global Equity SCI B,2012/10/26,"116,321,944.00",2022/08/18
Element Real Income SCI A,2005/11/28,"75,603,689.00",2022/08/18
Element Specialist lncome SCI B,2013/12/20,"19,688,144.00",2022/08/18
Emperor IP Balanced B,2014/09/01,"13,090,143.00",2022/08/18
Emperor IP Global Equity B,2015/07/01,"38,619,700.00",2022/08/18
Engelberg BCI Balanced A,2017/07/28,"63,081,265.00",2022/08/18
Engelberg BCI Global Feeder A,2019/11/15,"122,388,443.00",2022/08/18
Excalibur SCI Balanced FoF B1,2016/05/10,"623,924,554.00",2022/08/18
Excalibur SCI Balanced Income FoF B1,2016/05/10,"1,048,384,912.00",2022/08/18
Excalibur SCI Cautious FoF B1,2016/05/10,"73,099,325.00",2022/08/18
Excalibur SCI Flexible FoF B1,2016/05/10,"261,812,127.00",2022/08/18
Excalibur SCI Global Managed FF B1,2017/02/20,"203,789,045.00",2022/08/18
Excalibur SCI Worldwide Flexible FoF B1,2016/05/10,"254,047,931.00",2022/08/18
Excelsia Equity 27Four A1,2017/03/13,"82,386,855.00",2022/08/18
Fairtree ALBI Plus Prescient B2,2017/04/19,"229,552,937.00",2022/08/18
Fairtree Balanced Prescient B2,2017/01/12,"2,396,419,557.00",2022/08/18
Fairtree Bond Prescient B2,2021/06/01,"440,134,886.00",2022/08/18
Fairtree Equity Prescient B3,2011/11/01,"25,059,755,046.00",2022/08/18
Fairtree Flex Balanced Prescient B3,2013/06/10,"95,478,048.00",2022/08/18
Fairtree Flex Income Plus Prescient B1,2013/06/03,"3,714,444,325.00",2022/08/18
Fairtree Glb RE Prescient Feeder Fd B3,2017/03/28,"231,730,966.00",2022/08/18
Fairtree Global Emerging Mkts Prscnt B4,2020/01/28,"292,558,369.00",2022/08/18
Fairtree Global Equity Prescient FeedrB3,2017/01/12,"632,801,527.00",2022/08/18
Fairtree Invest Strategic Fac Prscnt B3,2019/12/03,"125,813,974.00",2022/08/18
Fairtree Money Market Prescient B2,2019/02/26,"445,307,756.00",2022/08/18
Fairtree Select Equity Prescient B4,2018/12/14,"427,964,892.00",2022/08/18
Fairtree WW MultiStrat Flex Prescient A1,2018/09/03,"902,810,171.00",2022/08/18
FAL BCI Balanced A,2016/02/02,"71,139,834.00",2022/08/18
FAL BCI Balanced FoF A,2016/11/16,"119,854,365.00",2022/08/18
FAL BCI Stable FoF A,2016/11/16,"94,216,816.00",2022/08/18
FedGroup Aggressive FoF C1,2013/05/06,"1,825,917.00",2022/08/18
FedGroup Balanced FoF C1,2013/05/06,"2,321,268.00",2022/08/18
FedGroup Conservative FoF C1,2013/05/06,"1,915,889.00",2022/08/18
FedGroup Flexible FoF C1,2013/05/06,"1,261,912.00",2022/08/18
FedGroup General Equity D,2013/05/07,"309,139,495.00",2022/08/18
FedGroup Income Plus C1,2013/05/06,"492,651,171.00",2022/08/18
FedGroup Large Cap Equity C1,2020/05/13,"292,375,267.00",2022/08/18
FedGroup Money Market C1,2013/05/06,"179,463,098.00",2021/10/12
FedGroup Worldwide Flexible C1,2020/05/25,"274,476,805.00",2022/08/18
FG SCI International Flexible FoF A,2007/10/17,"971,079,673.00",2022/08/18
FG SCI Jupiter Income FoF A,2005/08/15,"1,171,482,536.00",2022/08/18
FG SCI Mercury Equity FoF A,2005/08/15,"193,524,458.00",2022/08/18
FG SCI Neptune Growth FoF A,2014/09/01,"406,264,839.00",2022/08/18
FG SCI Saturn Moderate FoF A,2005/08/15,"2,045,969,411.00",2022/08/18
FG SCI Venus Cautious FoF A,2007/07/02,"1,681,478,716.00",2022/08/18
Fibonacci BCI Diversified Growth Fd B,2015/07/01,"49,601,253.00",2022/08/18
Fibonacci BCI Temperate Fd B1,2015/07/01,"108,193,415.00",2022/08/18
Financial Fitness Balanced IP FoF A,2016/07/14,"753,584,975.00",2022/08/18
Financial Fitness Divers Inc IP FoF A,2020/03/16,"146,057,208.00",2022/08/18
Financial Fitness Flexible IP FoF A,2016/07/14,"164,208,234.00",2022/08/18
Financial Fitness Stable IP FoF A,2016/07/11,"914,089,559.00",2022/08/18
First Avenue SCI Equity B2,2011/07/01,"227,350,213.00",2022/08/18
First Avenue SCI Focused Quality Eq A,1991/08/20,"225,370,866.00",2022/08/18
First Global 1 BCI Enhanced Yield A,2021/05/03,"112,379,979.00",2022/08/18
Fisher Dugmore Ci Balanced B,2020/09/30,"426,027,496.00",2022/08/18
Fisher Dugmore Ci Diversified Income I,2020/09/30,"197,458,216.00",2022/08/18
Fisher Dugmore Ci Global Growth I,2020/09/30,"289,549,800.00",2022/08/18
Fisher Dugmore Ci Moderate B,2020/09/30,"129,606,716.00",2022/08/18
Fisher Dugmore Ci Worldwide Flexible B,2020/01/15,"347,772,125.00",2022/08/18
Flagship IP Balanced Fund A,2005/09/09,"219,583,255.00",2022/08/18
Flagship IP Flexible Value A1,2011/11/14,"396,532,506.00",2022/08/18
Flagship IP Global Flexible Equity Fund,2018/11/01,"55,113,854.00",2022/08/18
Flagship IP Global Icon FF A,2020/08/06,"29,867,990.00",2022/08/18
Flagship IP Worldwide Flexible A,2001/10/05,"361,500,274.00",2022/08/18
Flagship IP Worldwide Flexible FoF A,2003/04/02,"312,608,545.00",2022/08/18
Florin Flexible Prescient C,2022/05/03,"4,181,526.00",2022/08/18
FNB Core Balanced A,2021/09/08,"69,908,509.00",2022/08/18
FNB Defensive Fund of Funds B3,2007/11/01,"243,961,906.00",2022/08/18
FNB Global Equity B,2022/05/30,"41,799,463.00",2022/08/18
FNB Growth FoF B1,2016/07/01,"1,422,195,826.00",2022/08/18
FNB Islamic Balanced B1,2021/01/06,"53,481,806.00",2022/08/18
FNB Moderate FoF B1,2016/07/01,"1,872,307,983.00",2022/08/18
FNB Momentum Growth,1998/10/26,"219,535,438.00",2022/08/18
FNB Multi Manager Balanced B1,2007/11/01,"219,249,380.00",2022/08/18
FNB Multi Manager Bond B1,2007/11/01,"172,739,975.00",2022/08/18
FNB Multi Manager Equity B1,2007/11/01,"1,526,056,329.00",2022/08/18
FNB Multi Manager Income B1,2007/11/01,"1,438,731,394.00",2022/08/18
FNB Multi Manager Property B1,2007/11/01,"346,918,022.00",2022/08/18
FNB Stable FoF B1,2016/07/01,"1,557,694,182.00",2022/08/18
Foord Absolute Return B,2008/04/01,"4,353,725,727.00",2022/08/18
Foord Balanced A,2002/08/30,"24,989,118,250.00",2022/08/18
Foord Conservative B3,2014/01/02,"847,157,900.00",2022/08/18
Foord Domestic Balanced B,2014/01/02,"80,344,745.00",2022/08/18
Foord Equity A,2002/08/30,"3,500,276,660.00",2022/08/18
Foord Flexible FoF A,2008/04/01,"9,665,183,077.00",2022/08/18
Foord Global Equity FF B2,2014/05/02,"52,360,255.00",2022/08/18
Foord International FF A,2006/03/01,"3,501,311,934.00",2022/08/18
Foster BCI Moderate FoF A,2007/10/02,"135,489,121.00",2022/08/18
Foundation BCI Equity A,2018/02/13,"244,309,213.00",2022/08/18
Fussell Ci Worldwide Flexible Fd B,2019/07/01,"525,815,223.00",2022/08/18
Fussell Ci Worldwide Growth FF B,2021/06/01,"635,382,119.00",2022/08/18
Genera Capital Multi-Asset Prime A,2021/11/29,"369,840,693.00",2022/08/18
Ginsburg & Selby SCI Growth FoF A2,2018/06/11,"52,331,101.00",2022/08/18
Ginsburg & Selby SCI Stable FoF A2,2018/06/11,"77,459,101.00",2022/08/18
Ginsburg & Selby SCI Wldwd Flex FOF A2,2017/07/03,"168,321,755.00",2022/08/18
Glacier AI Balanced B,2021/12/01,"50,083,690.00",2022/08/18
Glacier AI Flexible FoF B,2018/09/03,"552,861,652.00",2022/08/18
Glacier Global Stock FF B,2005/10/03,"1,192,542,562.00",2022/08/18
Glacier Money Market A,2001/05/02,"4,557,648,553.00",2022/08/18
Global & Local SNN Balanced FoF A,2019/07/24,"786,892,312.00",2022/08/18
Global & Local SNN Equity Z,2019/08/30,"160,903,349.00",2022/08/18
Global & Local SNN Offshore Equity Z,2019/10/15,"248,554,606.00",2022/08/18
Global & Local SNN Worldwide Flexible Z,2019/07/24,"150,180,910.00",2022/08/18
Global IP Opportunity B5,2014/02/04,"1,014,078,440.00",2022/08/18
Global Marathon IP A1,2015/10/16,"366,033,702.00",2022/08/18
Gradidge-Mahura Ci Cautious B,2021/06/30,"150,062,445.00",2022/08/18
Gradidge-Mahura Ci Growth B,2021/06/30,"138,158,777.00",2022/08/18
Gradidge-Mahura Ci Moderate B,2021/06/30,"253,500,254.00",2022/08/18
Granate BCI Active Bond S,2022/05/03,"164,785,018.00",2022/08/18
Granate BCI Balanced C,2020/02/03,"128,875,861.00",2022/08/18
Granate BCI Flexible C,2020/02/03,"184,282,781.00",2022/08/18
Granate BCI Money Market B,2016/04/01,"257,841,951.00",2022/08/18
Granate BCI Multi Income B,2016/04/01,"4,061,467,358.00",2022/08/18
Graviton SCI Balanced B1,2012/09/03,"1,140,447,173.00",2022/08/18
Graviton SCI Flexible Income B1,2012/09/03,"940,406,334.00",2022/08/18
Graviton SCI Low Equity B1,2012/09/03,"412,906,757.00",2022/08/18
Graviton SCI Medium Equity B1,2013/05/02,"445,327,114.00",2022/08/18
GraySwan SCI Aggressive FoF B,2017/07/03,"151,567,814.00",2022/08/18
GraySwan SCI Cautious FoF B,2017/07/03,"156,581,005.00",2022/08/18
GraySwan SCI Moderate FoF B,2017/07/03,"313,465,985.00",2022/08/18
Grayswan SCI Worldwide Flexible A2,2022/05/09,"28,431,013.00",2022/08/18
Gryphon All Share Tracker,1997/01/27,"369,852,328.00",2022/08/18
Gryphon Dividend Income A,2009/01/02,"1,472,087,400.00",2022/08/18
Gryphon Flexible Fund B,2014/04/01,"363,864,128.00",2022/08/18
Gryphon Global Equity B,2014/11/03,"22,965,083.00",2022/08/18
Gryphon Money Market A,1999/10/01,"351,022,895.00",2022/08/18
Gryphon Prudential Fund B,2014/04/01,"616,992,207.00",2022/08/18
GTC Absolute Bond D,2015/07/21,"638,923,866.00",2022/08/18
GTC Absolute Equity D,2015/07/21,"499,159,113.00",2022/03/24
GTC Active Equity C,2009/10/06,"255,603,574.00",2022/03/24
GTC Balanced Wealth FoF A,2012/10/05,"873,750,395.00",2022/08/18
GTC Bond D,2014/10/24,"593,698,177.00",2022/03/24
GTC Capital Plus FoF C,2010/04/15,"341,606,196.00",2022/08/18
GTC Equity D,2015/07/21,"214,278,344.00",2022/08/18
GTC Fixed Income A,2005/10/14,"830,238,080.00",2022/08/18
GTC Flexible E,2018/04/18,"413,564,368.00",2022/08/18
GTC Inflation Linked Bond D,2014/10/24,"32,216,078.00",2022/03/24
GTC Passive Equity D,2015/07/21,"468,809,627.00",2022/03/24
GTC Passive High Equity FoF B2,2016/09/20,"6,765,342.00",2022/08/18
GTC Prosperity Wealth FoF B,2012/10/11,"97,741,150.00",2022/08/18
GTC Real Estate D,2014/10/24,"156,548,716.00",2022/03/24
GTC Value C,2013/08/07,"623,386,072.00",2022/03/24
GTC Wealth Accumulator FoF A,2005/10/14,"63,272,242.00",2022/08/18
GTC Wealth Preserver Plus D,2007/02/16,"222,810,565.00",2022/03/24
GTC Wealth Protector FoF A,2012/11/06,"11,655,423.00",2022/08/18
H4 Diversified B1,2013/05/22,"4,345,181,083.00",2022/08/18
H4 Focused Wealth A1,2011/10/06,"115,007,651.00",2022/08/18
H4 Growth B1,2013/05/22,"3,183,775,574.00",2022/08/18
H4 Managed Fund B1,2017/11/21,"936,008,883.00",2022/08/18
H4 Stable B1,2015/07/01,"2,309,207,045.00",2022/08/18
H4 Worldwide Equity B1,2013/05/22,"2,395,478,246.00",2022/08/18
Harvard House BCI Equity A,2006/10/02,"175,912,794.00",2022/08/18
Harvard House BCI Flexible Income A,2006/10/02,"170,587,349.00",2022/08/18
Harvard House BCI Property A,2015/09/02,"90,293,330.00",2022/08/18
Harvard House BCI Worldwide Flexible A,2019/08/30,"100,018,656.00",2022/08/18
High Street High Equity Prescient A1,2018/12/19,"218,750,149.00",2022/08/18
Hight Street Global Bal Prescient FF B,2022/01/20,"12,219,421.00",2022/08/18
Hight Street Wlth Warriors Prescient FFB,2022/01/20,"1,446,294.00",2022/08/18
Hollard Prime Dynamic Income E,2013/09/01,"1,534,357,135.00",2022/08/18
Hollard Prime Equity D,2013/09/01,"440,758,896.00",2022/08/18
Hollard Prime Money Market E,2013/09/01,"1,361,539,798.00",2022/08/18
Hollard Prime Property E,2013/09/01,"144,179,346.00",2022/08/18
Hollard Prime Strategic Assertive FoF E,2013/09/01,"99,775,743.00",2022/08/18
Hollard Prime Strategic Balanced FoF E,2013/09/01,"403,482,171.00",2022/08/18
Hollard Prime Strategic Defensive FoF E,2013/09/01,"892,705,753.00",2022/08/18
Hollard Prime Yield-Plus E,2013/09/01,"1,158,361,001.00",2022/08/18
ID Capital BCI Balanced Fund of Funds A,2018/12/04,"323,409,335.00",2022/08/18
ID Capital BCI Income Fund B1,2020/03/03,"275,695,337.00",2022/08/18
ID Capital BCI Worldwide Equity Fund A,2019/06/05,"291,781,155.00",2022/08/18
ID Capital BCI Worldwide Flexible Fund A,2017/08/31,"992,196,950.00",2022/08/18
IFM Balanced Value FoF,2004/12/17,,
IFM Bond Z,2018/09/01,"970,812,147.00",2022/08/18
IFM Equity Z,2018/12/13,"2,257,547,513.00",2022/08/18
IFM Global Diversified Z,2018/12/13,"1,717,541,734.00",2022/08/18
IFM Income Z,2018/08/01,"217,567,334.00",2022/08/18
IFM Technical,2004/12/17,,
Imali BCI Passive Balanced A,2018/05/22,"198,553,652.00",2022/08/18
Imalivest SCI Worldwide Equity A2,2015/08/31,"40,463,411.00",2022/08/18
Imalivest SCI Worldwide Flexible A2,2008/08/04,"389,100,638.00",2022/08/18
Independent Securities BCI Wldwd Flex A,2019/09/03,"1,239,025,231.00",2022/08/18
Instit BCI Enhanced Yield A,2018/06/07,"2,770,193,013.00",2022/08/18
Instit BCI Flexible Income A,2017/08/11,"259,546,509.00",2022/08/18
Instit BCI Global Equity A,2019/02/07,"185,443,729.00",2022/08/18
Instit BCI Managed B,2019/07/24,"525,448,129.00",2022/08/18
Instit BCI SA Flexible Income A,2022/07/01,"50,982,727.00",2022/08/18
Instit BCI Worldwide Aggressive Flex A,2018/08/22,,
Instit BCI Worldwide Equity A,2016/09/21,"201,009,457.00",2022/08/18
Instit BCI Worldwide Flexible A,2018/02/13,"305,524,037.00",2022/08/18
Instit BCI Worldwide Flexible FoF B,2017/01/31,"453,453,536.00",2022/08/18
Instit BCI Worldwide Mod Agrsv Flex A,2018/05/21,"450,635,807.00",2022/08/18
Integral BCI Equity A,2016/11/01,"132,890,264.00",2022/08/18
Integrity Equity Prescient B3,2016/09/21,"109,764,139.00",2022/08/18
Integrum Prescient Growth FoF A,2021/05/03,"5,940.00",2022/08/04
Intellivest BCI Income B,2019/03/27,"278,120,232.00",2022/08/18
Interactive Balanced Prescient FoF C,2022/05/25,"33,654,289.00",2022/08/18
Investec BCI Active Income FoF D,2018/12/14,"6,097,357,349.00",2022/08/18
Investec BCI Balanced Fund of Funds A,2012/08/15,"5,672,994,018.00",2022/08/18
Investec BCI Balanced High Equity B,2015/11/30,"869,510,538.00",2022/08/18
Investec BCI Diversified Growth FoF D,2020/08/20,"685,608,977.00",2022/08/18
Investec BCI Diversified Income Fund D,2022/02/28,"31,444,479.00",2022/08/18
Investec BCI Dynamic Equity B,2015/11/30,"1,219,701,687.00",2022/08/18
Investec BCI Enhanced Income B,2018/11/15,"901,282,116.00",2022/08/18
Investec BCI Equity Fund A,2012/08/15,"2,966,037,472.00",2022/08/18
Investec BCI Global Leaders Equity D,2020/09/11,"1,177,915,599.00",2022/08/18
Investec BCI Global Sustainable Equity D,2021/10/28,"26,337,706.00",2022/08/18
Investec BCI Progressive Yield D,2020/02/27,"177,738,550.00",2022/08/18
Investec BCI Property Fund D,2020/02/27,"130,249,404.00",2022/08/18
Investec BCI Protected Equity A,2019/09/16,"141,845,495.00",2022/08/18
